date,fear_and_greed_historical,fear_and_greed_historical_rating,market_momentum_sp500,market_momentum_sp500_rating,market_momentum_sp125,market_momentum_sp125_rating,stock_price_strength,stock_price_strength_rating,stock_price_breadth,stock_price_breadth_rating,put_call_options,put_call_options_rating,market_volatility_vix,market_volatility_vix_rating,market_volatility_vix_50,market_volatility_vix_50_rating,junk_bond_demand,junk_bond_demand_rating,safe_haven_demand,safe_haven_demand_rating
2020-07-30,50.0,neutral,3246.22,extreme greed,2980.9156000000003,extreme greed,3.1509031236835,extreme fear,1554.7337222661208,extreme greed,0.6689113971120546,extreme fear,24.76,extreme fear,28.961399999999998,fear,2.1362,extreme fear,2.909218283352554,extreme fear
2020-07-31,50.0,neutral,3271.12,extreme greed,2981.0932,extreme greed,3.123630155923929,extreme fear,1518.241977845533,extreme greed,0.6555561192154347,extreme fear,24.46,extreme fear,28.8908,fear,1.9529,extreme fear,1.967137605778326,extreme fear
2020-08-03,50.0,neutral,3294.61,extreme greed,2981.06936,extreme greed,3.1599476551061496,extreme fear,1494.012346116711,extreme greed,0.6371377932695863,extreme fear,24.28,extreme fear,28.7858,fear,1.9489000000000003,extreme fear,4.221178265575709,extreme fear
2020-08-04,50.0,neutral,3306.51,extreme greed,2980.84392,extreme greed,3.239747808332876,extreme fear,1488.8530544130147,extreme greed,0.6166417341532223,extreme fear,23.76,extreme fear,28.697799999999997,fear,2.1339,extreme fear,3.318079198174234,extreme fear
2020-08-05,50.0,neutral,3327.77,extreme greed,2980.6998399999998,extreme greed,3.3925715805075267,extreme fear,1502.9012469712075,extreme greed,0.6009547192606003,extreme fear,22.99,extreme fear,28.597399999999997,fear,2.1494000000000004,extreme fear,5.206402674245301,extreme fear
2020-08-06,50.0,neutral,3349.16,extreme greed,2980.87144,extreme greed,3.497090543774096,extreme fear,1507.348804001748,extreme greed,0.5591654162430404,extreme fear,22.65,extreme fear,28.498,fear,2.1370000000000005,extreme fear,4.532874242286369,extreme fear
2020-08-07,50.0,neutral,3351.28,extreme greed,2980.86496,extreme greed,3.578176913280611,extreme fear,1516.2166650219524,extreme greed,0.5433671010137295,extreme fear,22.21,extreme fear,28.370400000000004,fear,2.1445000000000003,extreme fear,5.871781674201775,extreme fear
2020-08-10,50.0,neutral,3360.47,extreme greed,2980.8867199999995,extreme greed,3.6000917556658614,extreme fear,1546.5103718128964,extreme greed,0.538190079184229,extreme fear,22.13,extreme fear,28.2628,fear,2.1405,extreme fear,4.924443147016051,extreme fear
2020-08-11,50.0,neutral,3333.69,extreme greed,2980.5206399999997,extreme greed,3.759564425070393,extreme fear,1568.4253838164004,extreme greed,0.5451694065807721,extreme fear,24.03,extreme fear,28.178800000000003,fear,2.139,extreme fear,3.389498997473719,extreme fear
2020-08-12,50.0,neutral,3380.35,extreme greed,2980.57192,extreme greed,3.8095302504847877,extreme fear,1588.41114023855,extreme greed,0.5659532502520335,extreme fear,22.28,extreme fear,28.0876,fear,2.1127000000000002,extreme fear,5.564800897636565,extreme fear
2020-08-13,50.0,neutral,3373.43,extreme greed,2980.5180800000003,extreme greed,3.833968751781865,extreme fear,1587.5164847559938,extreme greed,0.5877085120370501,extreme fear,22.13,extreme fear,28.017000000000003,fear,2.1174,extreme fear,5.25616687416703,extreme fear
2020-08-14,50.0,neutral,3372.85,extreme greed,2980.53856,extreme greed,3.7730854317465305,extreme fear,1588.5228422834014,extreme greed,0.6042659909146154,extreme fear,22.05,extreme fear,27.941799999999997,fear,2.1115,extreme fear,4.404446035225764,extreme fear
2020-08-17,50.0,neutral,3381.99,extreme greed,2980.50528,extreme greed,3.748473036101549,extreme fear,1580.191255320857,extreme greed,0.6120743906767177,extreme fear,21.35,extreme fear,27.878399999999996,fear,2.1161,extreme fear,4.492888056408088,extreme fear
2020-08-18,50.0,neutral,3389.78,extreme greed,2980.6376800000003,extreme greed,3.699011404122139,extreme fear,1553.3901299590414,extreme greed,0.6286996468522104,extreme fear,21.51,extreme fear,27.792399999999997,fear,2.118,extreme fear,3.964668854012832,extreme fear
2020-08-19,50.0,neutral,3374.85,extreme greed,2980.93448,extreme greed,3.625775122576915,extreme fear,1513.4128386458283,extreme greed,0.6255174679047766,extreme fear,22.54,extreme fear,27.691800000000004,fear,2.1146,extreme fear,5.03610697826324,extreme fear
2020-08-20,50.0,neutral,3385.51,extreme greed,2982.21144,extreme greed,3.469240710790469,extreme fear,1459.477075997927,extreme greed,0.6307431499389816,extreme fear,22.72,extreme fear,27.594799999999996,fear,2.1111,extreme fear,5.695294523277541,extreme fear
2020-08-21,50.0,neutral,3397.16,extreme greed,2984.36304,extreme greed,3.426475043567838,extreme fear,1395.6415150213702,extreme greed,0.6176763681155035,extreme fear,22.54,extreme fear,27.2298,fear,2.1195999999999997,extreme fear,5.06308076848605,extreme fear
2020-08-24,50.0,neutral,3431.28,extreme greed,2986.8821599999997,extreme greed,3.3912001227093924,extreme fear,1371.22048600763,extreme greed,0.6147911396461863,extreme fear,22.37,extreme fear,26.9554,fear,2.1221,extreme fear,7.175389812824003,extreme fear
2020-08-25,50.0,neutral,3443.62,extreme greed,2990.60104,extreme greed,3.3472415691295643,extreme fear,1346.6912659334964,extreme greed,0.5892382056900869,extreme fear,22.03,extreme fear,26.708,fear,2.1117999999999997,extreme fear,6.625937529958123,extreme fear
2020-08-26,50.0,neutral,3478.73,extreme greed,2994.79712,extreme greed,3.265678949492769,extreme fear,1313.7559351527493,extreme greed,0.5701067201762473,extreme fear,23.27,extreme fear,26.5,fear,2.0877000000000003,extreme fear,8.239598259015954,extreme fear
2020-08-27,50.0,neutral,3484.55,extreme greed,2997.95168,extreme greed,3.262904893314756,extreme fear,1295.664241772024,extreme greed,0.5464962356838478,extreme fear,24.47,extreme fear,26.32,fear,2.077,extreme fear,8.011915452926907,extreme fear
2020-08-28,50.0,neutral,3508.01,extreme greed,3001.9888,extreme greed,3.2616729773433106,extreme fear,1307.4470372344113,extreme greed,0.5211626261322222,extreme fear,22.96,extreme fear,26.1204,fear,2.05,extreme fear,7.658520219287634,extreme fear
2020-08-31,50.0,neutral,3500.31,extreme greed,3004.9503200000004,extreme greed,3.171837817856846,extreme fear,1291.2962775076494,extreme greed,0.5217923356346867,extreme fear,26.41,fear,25.946200000000005,fear,2.0497,extreme fear,7.136396965418834,extreme fear
2020-09-01,50.0,neutral,3526.65,extreme greed,3008.972,extreme greed,3.129408347081748,extreme fear,1283.3045540102653,extreme greed,0.5124507736623798,extreme fear,26.12,fear,25.833199999999998,fear,1.8825,extreme fear,6.857559087910767,extreme fear
2020-09-02,50.0,neutral,3580.84,extreme greed,3013.8397600000003,extreme greed,3.132041328760383,extreme fear,1295.1452806132186,extreme greed,0.5046755107570833,extreme fear,26.57,fear,25.737199999999998,fear,2.0898,extreme fear,7.660544500462757,extreme fear
2020-09-03,2.6,extreme fear,3455.06,extreme greed,3019.5077600000004,extreme greed,3.031996458403663,extreme fear,1276.3831994456411,extreme greed,0.5461340222529756,extreme fear,33.6,fear,25.732400000000002,fear,2.0981000000000005,extreme fear,3.5457286676800837,extreme fear
2020-09-04,3.8000000000000003,extreme fear,3426.96,extreme greed,3023.8656,extreme greed,2.8470423465541224,extreme fear,1254.0866714178053,extreme greed,0.6007932835949191,extreme fear,30.75,fear,25.703000000000003,fear,2.1087,extreme fear,2.843137254901978,extreme fear
2020-09-08,3.4000000000000004,extreme fear,3331.84,extreme greed,3028.5892799999997,extreme greed,2.6515724171648847,extreme fear,1202.6375248905333,extreme greed,0.6282537818374522,extreme fear,31.46,fear,25.637600000000003,fear,2.0869000000000004,extreme fear,0.3515967502274626,extreme fear
2020-09-09,50.0,neutral,3398.96,extreme greed,3035.93584,extreme greed,2.4554305057409933,extreme fear,1178.8941090447013,extreme greed,0.6579375630040553,extreme fear,28.81,fear,25.578200000000002,fear,2.1088000000000005,extreme fear,0.6613676795764082,extreme fear
2020-09-10,50.0,neutral,3339.19,extreme greed,3040.9612,extreme greed,2.3311617836255114,extreme fear,1123.5651618777451,extreme greed,0.6988536602387018,extreme fear,29.71,fear,25.5638,fear,2.0952,extreme fear,-1.2577637052964603,extreme fear
2020-09-11,50.0,neutral,3340.97,extreme greed,3048.59992,extreme greed,2.2094840314934454,extreme fear,1079.4686560948956,extreme greed,0.7172935645149149,extreme fear,26.87,fear,25.5288,fear,2.1015,extreme fear,-1.3085353157359,extreme fear
2020-09-14,50.0,neutral,3383.54,extreme greed,3055.43472,extreme greed,2.1916764835668125,extreme fear,1075.1741446876429,extreme greed,0.6805626551112626,extreme fear,25.85,fear,25.492200000000004,fear,2.1101999999999994,extreme fear,-0.05692929626058114,extreme fear
2020-09-15,50.0,neutral,3401.2,extreme greed,3063.45952,extreme greed,2.215624421582787,extreme fear,1067.4149094759878,extreme greed,0.6627910250432913,extreme fear,25.59,fear,25.4452,fear,2.1126,extreme fear,0.4617647058823509,extreme fear
2020-09-16,50.0,neutral,3385.49,extreme greed,3071.2683199999997,extreme greed,2.2127827103104116,extreme fear,1081.0140527431795,extreme greed,0.6592884207966561,extreme fear,26.04,fear,25.377399999999998,fear,2.1073,extreme fear,0.3955883941049992,extreme fear
2020-09-17,50.0,neutral,3357.01,extreme greed,3079.68504,extreme greed,2.1924658416188283,extreme fear,1084.089135686286,extreme greed,0.6584864640613771,extreme fear,26.46,fear,25.345,fear,2.1001000000000003,extreme fear,-0.5133756901644319,extreme fear
2020-09-18,50.0,neutral,3319.47,extreme greed,3088.3416,extreme greed,2.2191469527500405,extreme fear,1062.2016224073188,extreme greed,0.6434004171256319,extreme fear,25.83,fear,25.2764,fear,2.1132,extreme fear,-1.859391232137199,extreme fear
2020-09-21,50.0,neutral,3281.06,extreme greed,3095.0114399999998,extreme greed,2.109694754172822,extreme fear,1003.0240195904772,extreme greed,0.6712771083292786,extreme fear,27.78,fear,25.286199999999997,fear,2.1093,extreme fear,-4.250120241873255,extreme fear
2020-09-22,50.0,neutral,3315.57,extreme greed,3101.73152,extreme greed,1.9561491399818633,extreme fear,953.3203185941533,extreme greed,0.6816880547105477,extreme fear,26.86,fear,25.1796,fear,2.1402,extreme fear,-3.8416677129384578,extreme fear
2020-09-23,50.0,neutral,3236.92,extreme greed,3106.58632,extreme greed,1.774949412093126,extreme fear,869.6141842599732,extreme greed,0.7040040344907859,extreme fear,28.58,fear,25.1608,fear,2.1548,extreme fear,-7.489870267323158,extreme fear
2020-09-24,50.0,neutral,3246.59,extreme greed,3112.22728,extreme greed,1.5268895855724005,extreme fear,805.8377678522443,extreme greed,0.7261216567997704,extreme fear,28.51,fear,25.1758,fear,2.1567,extreme fear,-7.85367906346965,extreme fear
2020-09-25,50.0,neutral,3298.46,extreme greed,3117.6017599999996,extreme greed,1.3152105959764553,extreme fear,767.758908248105,extreme greed,0.7256981580979285,extreme fear,26.38,fear,25.1434,fear,2.1772,extreme fear,-6.860792177833704,extreme fear
2020-09-28,50.0,neutral,3351.6,extreme greed,3123.7378400000002,extreme greed,1.251958249618174,extreme fear,767.6861761870723,extreme greed,0.6964949076164733,extreme fear,26.19,fear,25.1536,fear,2.1665000000000005,extreme fear,-4.845829763185054,extreme fear
2020-09-29,50.0,neutral,3335.47,extreme greed,3130.6576,extreme greed,1.247844097976089,extreme fear,744.9433313990359,extreme greed,0.6990389064566263,extreme fear,26.27,fear,25.1898,fear,2.1485,extreme fear,-6.074992479062204,extreme fear
2020-09-30,50.0,neutral,3363.0,extreme greed,3137.3464,extreme greed,1.1778884265092089,extreme fear,745.2181400231894,extreme greed,0.6842289461468172,extreme fear,26.37,fear,25.220399999999998,fear,1.9819,extreme fear,-6.313155171359883,extreme fear
2020-10-01,50.0,neutral,3380.8,extreme greed,3144.4836,extreme greed,1.0124145028059932,extreme fear,753.151877582396,extreme greed,0.6396382518343902,extreme fear,26.7,fear,25.268,fear,1.962,extreme fear,-2.1955594769085223,extreme fear
2020-10-02,50.0,neutral,3348.44,extreme greed,3149.96168,extreme greed,0.935227108223781,extreme fear,775.8096217279215,extreme greed,0.6339395699002681,extreme fear,27.63,fear,25.298999999999996,fear,2.1793000000000005,extreme fear,-2.77307960333752,extreme fear
2020-10-05,50.0,neutral,3408.63,extreme greed,3155.9554399999997,extreme greed,1.086347791670939,extreme fear,827.1582769647338,extreme greed,0.6355226314672244,extreme fear,27.96,fear,25.3414,fear,2.1786999999999996,extreme fear,2.539118311571974,extreme fear
2020-10-06,50.0,neutral,3360.95,extreme greed,3160.8432000000003,extreme greed,1.3232163408432853,extreme fear,847.6879719142565,extreme greed,0.6351654004376573,extreme fear,29.48,fear,25.4362,fear,2.1477,extreme fear,-1.114383344403475,extreme fear
2020-10-07,50.0,neutral,3419.45,extreme greed,3165.8802400000004,extreme greed,1.495371467123512,extreme fear,897.9321268081388,extreme greed,0.6243370095077724,extreme fear,28.06,fear,25.488599999999998,fear,2.143,extreme fear,2.788977970306176,extreme fear
2020-10-08,50.0,neutral,3446.83,extreme greed,3171.36184,extreme greed,1.7110551188613605,extreme fear,976.9758510369368,extreme greed,0.6213335485927564,extreme fear,26.36,fear,25.5338,fear,2.1287,extreme fear,3.632853365655765,extreme fear
2020-10-09,50.0,neutral,3477.13,extreme greed,3176.4103999999998,extreme greed,1.98893671291124,extreme fear,1045.1738835495667,extreme greed,0.5965196389783812,extreme fear,25.0,extreme fear,25.538600000000002,fear,2.1253,extreme fear,3.1341791494989155,extreme fear
2020-10-12,50.0,neutral,3534.22,extreme greed,3182.41728,extreme greed,2.191901469788869,extreme fear,1114.5121579383435,extreme greed,0.5845738246870292,extreme fear,25.07,fear,25.5508,fear,2.1202999999999994,extreme fear,4.122844954234065,extreme fear
2020-10-13,50.0,neutral,3511.93,extreme greed,3188.1163199999996,extreme greed,2.2738491417876663,extreme fear,1145.7616928366517,extreme greed,0.5669176031192021,extreme fear,26.07,fear,25.586599999999997,fear,2.1186,extreme fear,3.581844898936711,extreme fear
2020-10-14,50.0,neutral,3488.67,extreme greed,3193.0292,extreme greed,2.237341578928522,extreme fear,1164.3972691416056,extreme greed,0.5594192453862007,extreme fear,26.4,fear,25.639400000000002,fear,2.1269,extreme fear,3.819570649228107,extreme fear
2020-10-15,50.0,neutral,3483.34,extreme greed,3198.31064,extreme greed,2.2155397825940155,extreme fear,1191.0152544518612,extreme greed,0.5715342664138058,extreme fear,26.97,fear,25.719,fear,2.1293,extreme fear,4.938150702885709,extreme fear
2020-10-16,50.0,neutral,3483.81,extreme greed,3204.28864,extreme greed,2.2944471465619194,extreme fear,1212.0864500469008,extreme greed,0.5765559550605571,extreme fear,27.41,fear,25.8142,fear,2.1403000000000003,extreme fear,6.258972469569993,extreme fear
2020-10-19,50.0,neutral,3426.92,extreme greed,3209.30952,extreme greed,2.4246923782261662,extreme fear,1201.2492410088778,extreme greed,0.5904006049453858,extreme fear,29.18,fear,25.953599999999998,fear,2.1341,extreme fear,3.7919380845594173,extreme fear
2020-10-20,50.0,neutral,3443.12,extreme greed,3214.47208,extreme greed,2.54603216684235,extreme fear,1213.1977216956222,extreme greed,0.6038321554087928,extreme fear,29.35,fear,26.098000000000003,fear,2.1275,extreme fear,7.357725301229232,extreme fear
2020-10-21,50.0,neutral,3435.56,extreme greed,3219.2626399999995,extreme greed,2.6616570142401885,extreme fear,1208.9798629631146,extreme greed,0.6216277476514345,extreme fear,28.65,fear,26.1904,fear,2.1142,extreme fear,7.052518230466549,extreme fear
2020-10-22,50.0,neutral,3453.49,extreme greed,3223.8627199999996,extreme greed,2.816153594725392,extreme fear,1233.0840754185294,extreme greed,0.6239642872148974,extreme fear,28.11,fear,26.307000000000002,fear,2.1139,extreme fear,6.375968202266181,extreme fear
2020-10-23,50.0,neutral,3465.39,extreme greed,3228.67872,extreme greed,2.955337593739105,extreme fear,1262.525441806907,extreme greed,0.6352240530096563,extreme fear,27.55,fear,26.415399999999998,fear,2.1085999999999996,extreme fear,4.835341741578721,extreme fear
2020-10-26,2.7,extreme fear,3400.97,extreme greed,3232.3704000000002,extreme greed,2.838042531348708,extreme fear,1244.345956215698,extreme greed,0.6703590714923428,extreme fear,32.46,fear,26.6236,fear,2.1127999999999996,extreme fear,3.309939960228772,extreme fear
2020-10-27,2.3000000000000003,extreme fear,3390.68,extreme greed,3236.1964,extreme greed,2.68649342644043,extreme fear,1202.0275957258632,extreme greed,0.6797416306903415,extreme fear,33.35,fear,26.8636,fear,2.1359000000000004,extreme fear,1.7005478994010863,extreme fear
2020-10-28,0.30000000000000004,extreme fear,3271.03,extreme greed,3239.71896,extreme greed,2.442034788982045,extreme fear,1123.003103616086,extreme greed,0.7233158984612296,extreme fear,40.28,fear,27.239,fear,2.1515,extreme fear,-2.3651058455492753,extreme fear
2020-10-29,1.1,extreme fear,3310.11,extreme greed,3243.4579200000003,extreme greed,2.1958494922197254,extreme fear,1075.1776468663272,extreme greed,0.7344305607224889,extreme fear,37.59,fear,27.54,fear,2.1814,extreme fear,-0.14908981166355806,extreme fear
2020-10-30,1.9000000000000001,extreme fear,3269.96,extreme greed,3246.67008,extreme greed,2.0215664014057806,extreme fear,1025.42770188113,extreme greed,0.7863311025351005,extreme fear,38.02,fear,27.846000000000004,fear,2.1664000000000003,extreme fear,-3.184356522745771,extreme fear
2020-11-02,2.8000000000000003,extreme fear,3310.24,extreme greed,3250.36464,extreme greed,1.849482134283042,extreme fear,1016.2346179721033,extreme greed,0.7681566518732051,extreme fear,37.13,fear,28.1378,fear,1.9895,extreme fear,-0.5652264476581487,extreme fear
2020-11-03,3.6,extreme fear,3369.16,extreme greed,3254.2684,extreme greed,1.67810753313435,extreme fear,1042.4855048709871,extreme greed,0.7747165804024203,extreme fear,35.55,fear,28.4014,fear,2.2205,extreme fear,-0.581723274122337,extreme fear
2020-11-04,50.0,neutral,3443.44,extreme greed,3258.37752,extreme greed,1.6138800809984317,extreme fear,1059.2546135373357,extreme greed,0.7481758732043572,extreme fear,29.57,fear,28.552200000000003,fear,2.1965,extreme fear,0.04316761356309649,extreme fear
2020-11-05,50.0,neutral,3510.45,extreme greed,3263.01856,extreme greed,1.589324733620883,extreme fear,1106.4713735728844,extreme greed,0.7281828052104805,extreme fear,27.58,fear,28.6384,fear,2.1811,extreme fear,1.076862102428378,extreme fear
2020-11-06,50.0,neutral,3509.44,extreme greed,3268.13312,extreme greed,1.5190577722772765,extreme fear,1140.661908403404,extreme greed,0.6663153119976613,extreme fear,24.86,extreme fear,28.6462,fear,2.1618,extreme fear,-0.10783595407465535,extreme fear
2020-11-09,50.0,neutral,3550.5,extreme greed,3273.97712,extreme greed,1.770503027013693,extreme fear,1201.1314443404099,extreme greed,0.6378783058975294,extreme fear,25.75,fear,28.701999999999998,fear,2.1622000000000003,extreme fear,2.746133005485719,extreme fear
2020-11-10,50.0,neutral,3545.53,extreme greed,3279.5213599999997,extreme greed,1.859835172530664,extreme fear,1264.8786943004256,extreme greed,0.6267610031988475,extreme fear,24.8,extreme fear,28.6698,fear,2.0907,extreme fear,3.564787488956836,extreme fear
2020-11-11,50.0,neutral,3572.66,extreme greed,3285.1930399999997,extreme greed,1.7745351726128997,extreme fear,1305.1850387142242,extreme greed,0.6133447452770084,extreme fear,23.45,extreme fear,28.616400000000002,fear,2.1005999999999996,extreme fear,4.162450797847152,extreme fear
2020-11-12,50.0,neutral,3537.01,extreme greed,3289.8578399999997,extreme greed,1.7467192395746338,extreme fear,1307.8297924944363,extreme greed,0.6425841133049665,extreme fear,25.35,fear,28.592000000000002,fear,2.1001,extreme fear,2.657464204510991,extreme fear
2020-11-13,50.0,neutral,3585.15,extreme greed,3295.15552,extreme greed,1.67588922871309,extreme fear,1342.644139236694,extreme greed,0.6502710672112245,extreme fear,23.1,extreme fear,28.381999999999998,fear,2.1395,extreme fear,5.58062825613371,extreme fear
2020-11-16,50.0,neutral,3626.91,extreme greed,3300.39792,extreme greed,1.9224388340085774,extreme fear,1405.8522204425144,extreme greed,0.6496383817358092,extreme fear,22.45,extreme fear,28.215999999999998,fear,2.1414999999999997,extreme fear,6.325963701690372,extreme fear
2020-11-17,50.0,neutral,3609.53,extreme greed,3305.68608,extreme greed,2.18261577313799,extreme fear,1467.5012674910774,extreme greed,0.6377734494286221,extreme fear,22.71,extreme fear,28.041,fear,2.1281,extreme fear,5.605080692845066,extreme fear
2020-11-18,50.0,neutral,3567.79,extreme greed,3310.5847999999996,extreme greed,2.391608913248319,extreme fear,1501.4576430067684,extreme greed,0.6167301813794545,extreme fear,23.84,extreme fear,27.941599999999998,fear,2.1346,extreme fear,3.433139589519095,extreme fear
2020-11-19,50.0,neutral,3581.87,extreme greed,3315.3055999999997,extreme greed,2.527152186089482,extreme fear,1543.9056733527568,extreme greed,0.5854271707586884,extreme fear,23.11,extreme fear,27.8096,fear,2.1334000000000004,extreme fear,3.556432606407435,extreme fear
2020-11-20,50.0,neutral,3557.54,extreme greed,3319.47688,extreme greed,2.6150156938984046,extreme fear,1571.3109796827312,extreme greed,0.5716773722291032,extreme fear,23.7,extreme fear,27.7462,fear,2.1468,extreme fear,4.875174817868695,extreme fear
2020-11-23,50.0,neutral,3577.59,extreme greed,3323.85976,extreme greed,3.0050451810674637,extreme fear,1623.0098610800242,extreme greed,0.5611050464330205,extreme fear,22.66,extreme fear,27.682399999999998,fear,2.1555,extreme fear,6.284709844673406,extreme fear
2020-11-24,50.0,neutral,3635.41,extreme greed,3328.58856,extreme greed,3.5917248066495313,extreme fear,1695.3668257430554,extreme greed,0.5411287820433467,extreme fear,21.64,extreme fear,27.6034,fear,2.142,extreme fear,11.90755058309499,extreme fear
2020-11-25,50.0,neutral,3629.65,extreme greed,3333.17992,extreme greed,4.141433450010065,extreme fear,1746.9537510471494,extreme greed,0.5320235690098312,extreme fear,21.25,extreme fear,27.507600000000004,fear,2.1223,extreme fear,10.199230865030218,extreme fear
2020-11-27,50.0,neutral,3638.35,extreme greed,3337.64016,extreme greed,4.575171495759848,extreme fear,1779.8252473045432,extreme greed,0.5119603683820693,extreme fear,20.84,extreme fear,27.3952,fear,2.1222,extreme fear,11.061959303806582,extreme fear
2020-11-30,50.0,neutral,3621.63,extreme greed,3341.6302400000004,extreme greed,4.95704181127371,extreme fear,1774.492554843963,extreme greed,0.5060352133883125,extreme fear,20.57,extreme fear,27.29,fear,2.1334000000000004,extreme fear,9.47869579105575,extreme fear
2020-12-01,50.0,neutral,3662.45,extreme greed,3346.03104,extreme greed,5.315173747830778,extreme fear,1783.9530096017554,extreme greed,0.5004820024128753,extreme fear,20.77,extreme fear,27.1498,fear,1.9915000000000003,extreme fear,9.11501880444016,extreme fear
2020-12-02,50.0,neutral,3669.01,extreme greed,3349.83168,extreme greed,5.465551787554025,extreme fear,1805.998222035566,extreme greed,0.5020542318460636,extreme fear,21.17,extreme fear,27.035999999999998,fear,2.1771,extreme fear,7.98652853289856,extreme fear
2020-12-03,50.0,neutral,3666.72,extreme greed,3353.30632,extreme greed,5.63223423759963,extreme fear,1835.631222817196,extreme greed,0.4939748210863253,extreme fear,21.28,extreme fear,26.89,fear,2.1710000000000003,extreme fear,5.6379485094982655,extreme fear
2020-12-04,50.0,neutral,3699.12,extreme greed,3357.24184,extreme greed,5.874599620569335,extreme fear,1887.6784730776774,extreme greed,0.49702927931919366,extreme fear,20.79,extreme fear,26.735599999999998,fear,2.1702999999999997,extreme fear,6.598989055579751,extreme fear
2020-12-07,50.0,neutral,3691.96,extreme greed,3361.2563999999998,extreme greed,6.092041582644427,extreme fear,1914.4205149085149,extreme greed,0.48497693167647854,extreme fear,21.3,extreme fear,26.634,fear,2.1454,extreme fear,4.055871208496726,extreme fear
2020-12-08,50.0,neutral,3702.25,extreme greed,3366.8576,extreme greed,6.08726391426191,extreme fear,1945.7035946773765,extreme greed,0.4770546822402949,extreme fear,20.68,extreme fear,26.523799999999998,fear,2.1487000000000003,extreme fear,4.094618905316489,extreme fear
2020-12-09,50.0,neutral,3672.82,extreme greed,3371.9096799999998,extreme greed,6.354219075982756,extreme fear,1966.1807424526744,extreme greed,0.4881987721890189,extreme fear,22.27,extreme fear,26.443799999999996,fear,2.1455,extreme fear,2.7409488031823215,extreme fear
2020-12-10,50.0,neutral,3668.1,extreme greed,3376.7217600000004,extreme greed,6.704186278684011,extreme fear,1985.4543303921819,extreme greed,0.4992379215476143,extreme fear,22.52,extreme fear,26.3668,fear,2.135,extreme fear,4.016333308233182,extreme fear
2020-12-11,50.0,neutral,3663.46,extreme greed,3381.03152,extreme greed,7.025661022210174,extreme fear,1975.5581915201096,extreme greed,0.49788968411327506,extreme fear,23.31,extreme fear,26.299,fear,2.1485,extreme fear,2.1625341297073266,extreme fear
